ID,Tweet,Rinkesh_Label,Homan_Label,AMW_Label,Amen_Label,Litchi_Label
3.64237850038e+17,s/o to followw follow follow! <repeat> oann fb?,y,,,,
4.7315769696e+17,"if you judge me for doing the things that make me happy, i have little to no respect for you.",n,,,,n
4.04521233742e+17,tonight &lt&lt&lt od lit ! <repeat>,y,,,,
4.41704989544e+17,lmao i'm in <number>th grade i had him last year . <repeat>,n,,,,
3.51557336282e+17,"if you need cups for beer pong, ask dunkin donuts. they'll give you <number> cups for free do they really? <lolface> <lolface>",y,,,,
4.32718490622e+17,thanks,y,,,,
4.27235717128e+17,sorry if i respect when other people are in the lounge trying to watch tv. learn some manners.,n,,,,
3.84493037587e+17,haha yes.,n,Y,n,n,m
4.78880616357e+17,thank you for following! we hope all is well! we'll look out for <hashtag> community events you post to share them with everyone!,y,Y,y,y,y
3.51555163116e+17,i'm too drunk too reapinly to anyone so thanks for the bday wishes love you all,y,,,,
4.78931767987e+17,preach <smile>,y,,,,
4.12991068088e+17,happy <number>th. enjoy yourself aww thanks danel <smile>,y,,,,y
4.57211759662e+17,"meet napoleon, the official office dog! http<neutralface>/t.co/cvtbe<number>blbc",n,,,,
4.08683042816e+17,"had the opposite problem, took meds forgot to eat, fuzzy fuzzy time. thank you pepsi throwback! <repeat>",n,,,,y
3.51562522518e+17,it's just getting to me. this is all i ever wanted to do with my life <sadface> <hashtag> freaking,n,,,,
4.78037388062e+17,thanks bæ <heart>,y,,,,
3.62063529182e+17,and are prolly two of my best friends. been there by my side always. thank you.,y,,,,y
3.51560831852e+17,my stomach hurts so bad 😩 😩,n,,,,
3.61638080807e+17,"today was a blessed day. i woke up, i thank the lord for another day of life. amen!",y,Y,y,y,y
3.52393690671e+17,thanks you to have a great weekend.,y,Y,y,y,y
4.10228225722e+17,right that wat i said if anything they more comfortable with me so they'll come to me he like ya don't respect me,n,,,,n
3.51555491212e+17,omg yes of course,y,,,,
3.51555499177e+17,"not to ""toot my own horn"" but my eyes look really nice in my most recent selfie",y,,,,
4.11569120325e+17,much love to ya sue. xoxox,y,,,,
3.72031743966e+17,thank you! what about you?,y,,,,y
3.66e+17,its not that hard to keep it real ! <repeat> rt,n,m,n,n,n
4.28220932554e+17,do you know if we have to submit a question for lit tonight. <repeat>,n,,,,n
3.51560367182e+17,"sometimes life throws you a situation and says ""can you handle this?"" don't disappoint life, get up off the ground and handle it.",n,,,,
3.51564081197e+17,cause you're thirsty,n,,,,
4.77680564461e+17,"so yeah, i kinda lost a bit of respect for some people tonight. i think that happened to a lot of people tonight.",n,,,,n
4.16646224289e+17,lol it's a big club that's all. okay thank you loll,y,,,,y
4.53426074967e+17,ladies if your head not lit in <number> your not keeping your man that's a fizz bro,n,,,,
3.58020665729e+17,my uncle shipped my pillow and blanky here from florida lmao thank god 🙏 now i can sleep at night! <repeat> 👍 😳,y,,,,
3.70115205726e+17,blessed love my cryptic insight real live happening giving love shareing truth fill my heart with light be forever blessedwerone,n,,,,y
3.51550842102e+17,just makin sure! don't forget you can always text me!,y,,,,
4.08372006125e+17,i lost respect for a lot of people this year,n,,,,
4.48651699142e+17,"always stands up against bullies, even when they're bullying someone who's bullied her. <hashtag> respect <hashtag> proudtobealovatic 💜",n,,,,
3.51557120065e+17,i hate feeling lonely,n,,,,
4.40912356991e+17,thanks for helping us be better writers! heart you guys.,y,Y,y,y,y
3.7526400849e+17,😳 omg,n,,,,
3.51553935096e+17,damn i'm good,y,,,,
3.5155867549e+17,happy birthday :),y,,,,
3.51562383074e+17,nisha stay having me blush. 🙈 <heart><smile>,y,,,,
3.83744265933e+17,great gold panel tonight. thanks for your help and <hashtag> bporthc http<neutralface>/t.co/prpmtskh<number>y,y,,,,
3.51555557201e+17,what's the point of lying? just say the fucking truth. not that difficult.,n,,,,
3.51556390227e+17,oh you already know i do 🎉 🍻 🎊 🍺,y,,,,
4.45347630072e+17,none at all no respect,n,,,,
4.37791586303e+17,"""<user>: whoa jr keep these asses of my tl . <repeat> this isn't pornhub <lolface> <lolface>"" preach it is tho 🙏 in booty we trust 🙏",n,M,n,n,n
3.51550872813e+17,lol that’s hilarious,m,,,,
3.95945079292e+17,thanks dawgg,y,Y,y,y,y
4.67e+17,president shows his respect for the office by putting his foot on the resolute desk,y,,,,n
4.57726622087e+17,girl. <repeat> preach!,y,,,,
3.51559939909e+17,big hug if its not to hoy http<neutralface>/t.co/pwke<number>u<number>ko,n,,,,
3.51555748536e+17,i swear today was so freaking boring ! that party was whack,n,,,,
4.34005047702e+17,thank you for letting us know the rescheduling date so quickly! it made my day a little better that it's not that far away!,y,y,y,y,y
4.05455626434e+17,mom knocked a piece of lit wood onto the floor ded,n,,,,
3.63675668326e+17,run for <number> minutes! <repeat>,n,N,n,n,n
4.77e+17,wasnt going to but thats my only parent nd i cant b spiteful like that i did it out of the lil bit a respect i have left <number> her,m,,,n,n
3.62787868986e+17,thank you luc 💜,y,,,,y
3.51558823309e+17,my cat is obsessed with me. <repeat>he goes wherever i go 😒,y,,,,
4.50405736196e+17,lmao is the man,y,,,,
3.52146108422e+17,<number> flood warning issued july <number> at <number>pm edt until july <number> at <number>pm edt by nws binghamton http<neutralface>/t.co/kg<number>zlzvlsc,n,,,,
3.51552293571e+17,im broke though 😱 😵 😲,n,,,,
4.72400868882e+17,come thru and get right with a young og nigga,n,,,n,n
3.64165289791e+17,"as much i loved uproar, nothing beats a sunday morning service at ht! blessed to be the worship arts director at a church that gets worship!",y,,,,
4.52549314989e+17,listening to my new rock candy funk party: live at the iridium! it jams! so good! is the man!,y,,,,
3.51562625169e+17,lmao <elong> theres a place called sonyea,n,,,,
3.51555113158e+17,doesn't even like me anymore,n,,,,
3.51563500919e+17,😡 <smile>,n,,,,
3.58599781037e+17,shoutout to for the follow. <repeat>,y,,,,
3.51551365971e+17,when i cant find anything to eat http<neutralface>/t.co/bszkemzzl<number> this is basically,n,,,,
3.7724933238e+17,"i love how y'all were talking bad about a little while back. rg is a sick qb, and that's from a cowboys fan. <hashtag> respect <hashtag> sicem",y,N,y,y,y
4.41706512667e+17,sorry to join outta nowhere but preach bashkim thank you,y,,,,
3.91929066679e+17,"i respect it, i hope it can go <number>",y,Y,y,y,y
4.53917550448e+17,s/o to the man holding the door for me. <repeat> too bad it was the entrance to the men's bathroom. how's your wednesday?,m,Y,m,m,n
3.52669568474e+17,thanks! :),y,Y,y,y,y
4.45641651038e+17,"shoutout to my homie josiah, wishing him a speedy recovery",y,y,y,y,y
3.52490271365e+17,temperature up <number>°f -&gt <number>°f humidity down <number>% -&gt <number>% wind <number>mph n -&gt <number>mph ene pressure <number>in falling,n,N,n,n,n
3.51559547615e+17,work i got it,n,,,,
4.01563097125e+17,thank you thank you. now i really gotta get down to business haha,y,,,,
3.75347864321e+17,knows how to cheer me right up on a stressed out day! <smile>❤ <hashtag> thebest <hashtag> muchlove <hashtag> thankyou,y,,,,y
4.10818495124e+17,<hashtag> respect http<neutralface>/t.co/o<number>ar<number>ekot,y,,,,
4.44295417842e+17,i love when give me life tips 👏 <hashtag> thankmayn ⚽️⚾️ 🎾 🏀 http<neutralface>/t.co/gi<number>bzwe<number>oh,y,Y,y,y,y
3.5156122605e+17,"if i actually ""spoke my mind"", you'd hate me. everyone would even people i love most",y,,,,
3.51562235229e+17,cause u said someone buy me a quad or bike,n,,,,
3.51559233651e+17,wonderful day ❤ <hashtag> goodnight,y,,,,
3.51559612925e+17,it's the motha effin bday yo,y,,,,
3.69793434708e+17,do you want me to s/o ur music on my pg a couple times a day/week. <repeat>,n,,,,
3.51552114545e+17,my weekend &gt&gt&gt&gt,n,,,,
4.06651212462e+17,"hmm, interesting, when humans evolve into pure energy and leave their corporeal form will fart sounds still make us laugh? thanks <hashtag> as",n,,,,
3.51554066214e+17,lol i love my cousin man <elong> ❤❤ <heart>,y,,,,
4.7797531373e+17,thanks chief ! <repeat>,y,Y,y,y,y
4.08324798168e+17,thank you all for the support during this trying time. <hashtag> blessed,y,,,,
4.1279762771e+17,thanks man,y,Y,y,y,y
3.51558001041e+17,"inca terns, birds with mustaches! who knew! http<neutralface>/t.co/plxzkbfibe",n,,,,
3.51560716538e+17,❤❤❤❤❤,y,,,,
3.95974515039e+17,big shoutout to from / for helping me get this app set up for http<neutralface>/t.co/lxy<number>n<number>nle,y,,,,
3.51563622713e+17,alright. it's later. i'm in charge now?,n,,,,
3.5155624289e+17,here comes all the new ciara fans!,n,,,,
4.61347925785e+17,blessed to be a part of a beautiful &amp inspiring network. special thank you to and for sharing tn.,y,,,,
3.51563064732e+17,i remember i talked on the phone w. julian b<number>,n,,,,
4.02200580653e+17,thank you! it seems as though germany respects the lives of dogs more so than america. such as our high kill shelters.,y,,,,y
3.51551003051e+17,no.,n,,,,
3.60429507024e+17,love how people can come into your life so unexpectedly and they can make such a positive impact on you. i am so blessed!,y,,,,y
3.51553995493e+17,don't favorite my shit,n,,,,
3.51553254368e+17,<heart> <heart> <heart> <heart>,y,,,,
4.40602115573e+17,stop saying that lie! did you even read my i g shoutout lol that was deep,n,,,,
3.68495814731e+17,shoutout to :d,y,,,,
4.11172737911e+17,insty got dm now. <repeat> 👀 it's lit ? 👀 👀 someone better be studying,n,N,n,n,n
4.63721890332e+17,<lolface> <lolface> <lolface> <lolface> <lolface> <lolface> <lolface>,n,,,,n
3.77451000426e+17,"""<user>: if you don't want to see rush i have no respect for you as a human""",n,,,,n
3.76488379833e+17,yo thanks i feel it,y,,,,
4.35628217589e+17,"soon as respect is lost, the admiration dips",n,,,,
4.63037697952e+17,"scored it <number><number> for floyd. maidana wasn't landing clean, but he fought a very good and tough fight. lots of respect for him.",y,Y,y,y,y
4.4791450872e+17,<sadface> 🙏 preach,y,,,,
3.51551876921e+17,i don't get you.,n,,,,
3.51557860117e+17,<number> days till warped <number> days till the best day of my life <number> days till i cry my eyes out,y,,,,
4.07636143854e+17,somebody always got something to say about somebody showing respect . we don't have to know the person to show respect. ignorant ass people.,n,,,,
4.35086180032e+17,hope your having an awesome weekend with your beautiful family! so blessed to have you in my life. keep being amazing! luv u,y,,,,
3.515591671e+17,laying down with socks on &lt&lt&lt&lt,n,,,,
3.51552378463e+17,i follow back all! :),y,,,,
4.3890080285e+17,shoutout to for makin me coffee and givin me a dress 💗 <heart> luv u gf 💕,y,,,,
3.51555932285e+17,definitely the coolest possum we 've chilled with,n,,,,
3.72557535796e+17,a big shoutout to and for helping move all my family's stuff today. couldn't have done it without ya,y,,,,y
3.61132657855e+17,and could you not be an asshole today thanks,n,,,,y
3.56138041431e+17,thanks rachel! <smile>,y,,,,
4.46511322147e+17,"twiabp just gave nouns a shoutout, so hopefully they get more recognition now.",m,,,,
4.52845190543e+17,always feeling blessed that this is the city i live in. <smile>️ so grateful that this place is a little… http<neutralface>/t.co/ggoifscn<number>m,y,,,,
3.72898775725e+17,thanks for the follow,y,,,,
4.10986780633e+17,shoutout to <hashtag> pr for landing that spot on tonight.,y,,,,
4.69981975852e+17,powerful. http<neutralface>/t.co/oabri<number>jra this should be shown to all the ignorant ass people <hashtag> preach,n,,,,y
3.57703239284e+17,i respect you b. just can't trust you with the clippers you might still feel some type of way about me lol,m,m,m,m,n
3.51559313007e+17,swedka sounds like vodka but with an accent but whatever,n,,,,
4.31120944678e+17,they don't respect us. we 've been through a blackout a water main break and they still can't give is the day off,n,n,n,n,n
3.91165187418e+17,thank you! <smile>,y,Y,y,y,y
4.08034100005e+17,thanks i am,y,,,,
4.48268004578e+17,"hahaha my thought exactly but his was spot on to be honest, so much respect for beating duke and doing that on national tv",y,Y,y,y,y
3.51670418144e+17,<sadface> rt one person can't make a draft up,n,,,,n
3.52290213043e+17,truth,m,Y,y,y,y
3.52272820556e+17,back in rochester this seemed like the best way on the time thing http<neutralface>/t.co/bmokmpw<number>pm,n,,,,
4.4939789958e+17,preach sister,y,,,,
4.79068278628e+17,rt for respect http<neutralface>/t.co/asbkwcsnpy,m,,,,
3.73836193051e+17,"so blessed, what goes up, must come down <smile>",n,,,m,y
4.26871316856e+17,well thanks to and i have been craving pancakes. <repeat> so i made peanut butter pancakes for dinner. <hashtag> satisfying <smile>,y,,,,
4.46909670721e+17,the real good buds outchea,y,Y,y,y,n
3.51551035963e+17,smh,n,,,,
3.73958216524e+17,yayay okay sounds good! thank you <smile>,y,,,,
3.52280846013e+17,<hashtag> blah <elong> ♥ http<neutralface>/t.co/e<number>umixcs<number>q,n,N,n,n,m
4.15715504801e+17,not many people are blessed with understanding &amp accepting parents.,m,,,,n
3.96442789506e+17,thank you flamin' cheetos for burning my tongue off! 😳 <lolface> 😡 <hashtag> theywerentkidding!,n,N,n,n,y
3.51621822783e+17,back that ass up,n,M,n,n,n
3.51806397962e+17,<number> flash flood watch issued july <number> at <number>pm edt until july <number> at <number>pm edt by nws buffalo http<neutralface>/t.co/n<number>vexsz<number>i<number>,n,,,,n
3.52099851313e+17,alright my dear:))),n,,,,y
3.51553702278e+17,if you don't chew big red. <repeat>then fuck you!,n,,,,
3.51551957947e+17,sweet dreams,y,,,,
3.51554239883e+17,me <elong>! <repeat>,n,,,,
3.51551609564e+17,i see so many hot guys. <repeat> but my mother is right beside me. <repeat> oh well it's not like i'd do anything about it even if my mom wasn't here so. <repeat>,n,,,,
4.75373931026e+17,they actually look good in youpreach,y,,,,m
3.98634633111e+17,i'm still accepting late birthday presents. <repeat> s/o to for my jonas brother's tshirt and s/o to the jobros for breaking up,y,,,,
4.02218194062e+17,s/o to my girl for making it on sunypartystories 👏 <smile>,y,,,,
4.74335062747e+17,"you boys played a hell of a season, i 've never had this much love for a team. keep your heads up 💙 💛",y,,,,y
3.51561320904e+17,damn i'm tired,n,,,,
3.51701215807e+17,<number> flash flood watch issued july <number> at <number>am edt until july <number> at <number>pm edt by nws binghamton http<neutralface>/t.co/tp<number>gkwokon,n,,,,n
3.51555658845e+17,bet awards <number> years later: blue ivy ft. northwest <lolface> http<neutralface>/t.co/<number>iyku<number>tdte,n,,,,
4.63113050045e+17,had the absolute best dinner tonight courtesy of my spanish professor <hashtag> bonas <hashtag> blessed,y,,,,
3.52492396858e+17,🙈 🙈 🙈 🙈,m,,,,
4.62079908861e+17,so blessed,y,,,,
3.95282145646e+17,that's good how old is he ? <repeat>,n,Y,n,n,n
3.51555011203e+17,i be feeling ghetto af when i put my scarf on my head,n,,,,
3.51554705434e+17,my mom tells me since you dont have to work you can clean your room <hashtag> ha <hashtag> funnymom 👌,n,,,,
3.51561141652e+17,why am i getting mad over this?,n,,,,
3.51557547465e+17,oh my god for once i actually want to be back in pennsylvania.,y,,,,
4.07625604684e+17,my mom is the shit.,n,,,,n
3.62331520176e+17,s/o to netflix for having such shit movies.,y,,,,
3.84020273718e+17,thanks for the follow! keep up the rizzles love!,y,,,,
3.52253416124e+17,billy rattled jkjk lol,n,,,,
4.75015660738e+17,s/o to,y,,,,
3.52096425972e+17,i love bright shoes.,n,,,,
4.58306343603e+17,that was terrible base running. ::shakes head::,n,,,,
4.43501767683e+17,shoutout to for the follow.,y,,,,
3.51558992977e+17,you won't ruin my relationship <hashtag> backup✋ 👊,n,,,,
3.51554079128e+17,"ladies and gentlemen, we have a true asshole on our hands tonight.",n,,,,
3.54047912407e+17,i wish some people would just respect that i'm in a great relationship and leave me alone. <repeat>,n,N,n,n,n
3.79036976324e+17,"steak dinner, drinking red wine and having philosophical conversations by the fire. i love my house. i love my family. <hashtag> blessed",y,,,,
3.51558252674e+17,i'm doing this little dance for you 💃,y,,,,
4.05886579426e+17,haha thanks bud,y,Y,y,y,y
3.58407142833e+17,thank you guys for coming. this is a concert i won't forget. can't wait to see you when u come back! love u,y,,,,
3.51557236826e+17,my birthday is in <number> days and i leave for vacation with my best friend in <number> days <smile>,y,,,,
3.51550960227e+17,"feeling like your the last thing on someone's mind is the absolute worst feeling, ever <neutralface> <neutralface>",n,,,,
4.1280726745e+17,good win boys! <repeat> thank you,y,,,,
4.06587095986e+17,man do i miss when would be holding down section <number> with me on a nightly basis <neutralface> <hashtag> banterbrothers,y,,,,
4.29433438887e+17,yeah i agree! that <hashtag> doesnot sound like fun.,n,Y,n,n,n
3.51556823356e+17,well that hit me hard. what the fuck. i was just so happy.,y,,,,
3.51556933738e+17,"shit moths. you see, they started off as tiny shit larva, randy. then they grew into shitapillers, a pandemic of shitapillers""",n,,,,
4.14318170435e+17,"☆♚☆♚☆ v.i.p.✧✽✧shoutout ♚☆<hashtag> must ☆ƒ▒σ▒ℓ▒ℓ▒σ▒ω☆ ""(ړײ)"" <hashtag> teamfollowback <hashtag> teamcapricorn <hashtag> tbd <hashtag> followback <hashtag> shecangetit 💗 👅 🎃 😉 <heart> <lolface> 👅",y,,,,
4.64566397655e+17,<number> blessed http<neutralface>/t.co/qihtcgjqhd,y,,,,y
4.1563944577e+17,"tis the season for family, food and faith! feeling blessed <smile>",y,,,,y
4.71315829926e+17,lmao preach <smile>,y,,,,
4.82268700213e+17,i respect that statement,y,,,,y
3.52136323228e+17,field <number> tonight,n,,,,
3.51555357606e+17,my fucking eye &lt&lt&lt&lt&lt&lt,n,,,,
3.51553242037e+17,i want it to be kind of like a <hashtag> whiteparty it will be at a <number> acre house in upstate new york on august <number>rd.,n,,,,
4.44666838225e+17,s/o to . <repeat>she blessed me when i went in to mcdonalds! she da best! <hashtag> respect,y,,,,
4.58435049105e+17,"thanks joe, means a lot . <repeat>",y,y,y,y,y
3.8847543259e+17,s/o to miley cyrus for being original http<neutralface>/t.co/tdoxhchgbp,y,,,,
4.77224116962e+17,dudes an og,y,,,,
4.58358837633e+17,i wish u had stepped on it,n,,,,m
3.54440922018e+17,s/o for the follow thanks g help me get more followers ? <repeat>,y,,,,y
3.51550826126e+17,living the life. <hashtag> gotbuzzed <hashtag> hadgreatsex lol i love my life :),y,,,,
3.51554539134e+17,finally can listen to pandora again!,y,,,,
3.5807906499e+17,thank u <elong> <smile>,y,Y,y,y,y
4.34003743085e+17,shoutout to my competition,y,,,,
3.6340482328e+17,"mais la glace elle l a rajouté apres, le mugcake c est juste un gateau au chocolat dans un mug",n,M,n,n,m
3.69495213439e+17,shut your mouth,n,,,,
3.51550798633e+17,yup <elong>,n,,,,
3.5155075562e+17,too much fxckery for one night man <elong>. 😫,n,,,,
4.69637984553e+17,thank you &amp for bringing me mint chocolate chip ice cream i love you both ❤️ 🍨 🍨❤️now it's time to sleep again <hashtag> sotired,y,,,,
3.92081920639e+17,let me get a shoutout,n,Y,n,n,n
3.51562949691e+17,i don't roll the blunts i just cop em,n,,,,
4.59830104647e+17,<hashtag> preach,y,Y,y,y,m
3.51556407344e+17,supposed to be dropping amer and taima off at the airport in <number> hours <lolface> <lolface> <hashtag> nosleepforme,n,,,,
4.33362069774e+17,most of the people i had the most respect for in highschool i have the least respect for now,n,N,n,n,n
3.51553565317e+17,really tho ? <repeat>,n,,,,
3.79442694001e+17,s/o to for my new ringtone! <hashtag> macedonianokiatune,y,,,,
3.51554130084e+17,get now kids be nice,n,,,,
4.70321499028e+17,sex is the shit when you fuckin the one u love <heart> 👌,y,Y,y,y,y
4.33061699126e+17,"with all respect, your business is video media. <repeat> your commercials need feature higher video/production quality. best wishes.",n,N,n,n,y
4.74546576599e+17,psalm <number><number> be blessed,y,,,,
4.55787781165e+17,s/o for winning her exclusive <hashtag> innercitykid crop top 🎉 🎉 🎉,y,,,,
4.5950843193e+17,"it's not about getting in there, it's about respect.",n,,,,n
4.47166171457e+17,i don't think i could love you more! thank you❤️❤️,y,,,,y
4.24406733705e+17,thank you jarea,y,Y,y,y,y
4.44099463318e+17,i honestly love my classes they show so much love <smile>️,y,Y,y,y,y
3.55055116166e+17,preach,y,,,,
3.51562313486e+17,hi july.,y,,,,
3.51551916318e+17,his smile omg day made http<neutralface>/t.co/plefygbpbe that's everyday in my book! :) &lt<number>,y,,,,
3.71812498007e+17,preach baby,y,,,,
4.82635982836e+17,i love being able to buy alcohol without an id <smile> s/o to liquor stores on the north side lmao hollllla <elong>,y,,,,
3.51554717925e+17,okay ill make sure my rooms clean before i leave!,n,,,,
4.1563308637e+17,s/o to everybody go follow her a.s.a.p 👏 👌,y,,,,y
3.51557759462e+17,one month till stephys bday omg,m,,,,
4.10944872351e+17,too much love for and <hashtag> taughtyouwell ma <elong> girls <heart> <heart> <heart>,y,,,,y
3.59149606074e+17,rt you was singing to a fat lit dead man lmfao <elong> foh <elong> bitch,n,,,,m
4.62757917562e+17,i love getting my brain blessed! 🙏 <hashtag> finals <hashtag> blessingofthebrains <hashtag> stbonaventureuniversity <hashtag> amen st.… http<neutralface>/t.co/ynrf<number>oudnm,y,,,,
4.08572050849e+17,thank you <elong>!,y,,,,y
3.51557205025e+17,a <hashtag> cancer is never truly happy unless he/she lives near the water. seriously this is a fact.,n,,,,
3.52158623508e+17,i am absolutely exhausted.,n,,,,n
3.51562288455e+17,or my throat hurts cause it's swelling from eating things i'm allergic too <lolface>,n,,,,
3.51859910482e+17,"daily milo photo, he hates the rain. http<neutralface>/t.co/yd<number>sb<number>vwfa",n,,,,
4.6223115681e+17,shoutout to for the follow.,y,,,,n
4.4901821482e+17,"respect my elders? i respect whoever respects me, regardless of age.",n,M,m,m,n
4.56467341732e+17,shoutout to need sails http<neutralface>/t.co/eqwt<number>jrsxk,m,M,m,m,m
3.73558894159e+17,shoutout to <hashtag> dayone,y,,,,
3.51554930333e+17,<hashtag> imweakfor a big fat black dick wow same,n,,,,
3.72820028196e+17,lmfao thank you jay <smile> http<neutralface>/t.co/wmnikoo<number>w<number>,y,,,,
4.07964090297e+17,is the man idc what anyone says,y,,,,
3.51560338187e+17,right it's like that every night! <repeat>,n,,,,
4.50078345004e+17,this is me and shoutout to my bae follow her plz thx love ya <heart> http<neutralface>/t.co/<number>znurvdtw,y,,,,y
3.51555666563e+17,walks at night to clear my head and think about things 👌,n,,,,
4.43378268717e+17,"wow it's like i turned on the radio and got transported to the <number>s, sex is neutral, no bearing on self respect",n,,,,
3.51554139627e+17,"i 've practiced this for hours, goin round and round, and now i think that i 've got it all down",n,,,,
3.88662258157e+17,thanks keelz for the new door decs -__- http<neutralface>/t.co/dxchonb<number>iv,y,,,,
4.06958295833e+17,thank you missy! 👏 <smile> <hashtag> imissyou,y,,,,y
4.38395735227e+17,"i honestly hope one day i could be amazing parent like the ones i have, honestly, so blessed.",y,,,,
3.51555088475e+17,k maybe i drank a little to much,n,,,,
3.51556491486e+17,amber-kay http<neutralface>/t.co/mdiihfghoh,n,,,,
4.60748200237e+17,"shoutout to for forgetting to tell me she was out of town and leaving me stranded at home w no ride, you rock :)",m,,,,
3.95230981064e+17,thanks for throwing me out of your chair in ap world. <hashtag> thanksjbear,n,M,n,n,y
3.84125738603e+17,thank you babe <heart>,y,,,,
4.33845265666e+17,the thot og's would be so proud of us. lmaoo,y,,,,
3.51557714251e+17,i gotta go my own way.,n,,,,
3.70767193753e+17,"the president's bus-built like a tank, armor &ampstuff<user>: goodbye mr. president. thanks for visiting roc http<neutralface>/t.co/tpe<number>zu<number>ogs",y,,,,
3.70752303424e+17,"if i oil rice, la u dryrice. <repeat>mjay you really gettin rude around here ohh i gotta teach you some respect",n,,,,n
4.4171850844e+17,s/o to my side bitches ya will always remain anonymous,m,,,,
4.36372092776e+17,"nope, but it's my birthday! i want a shoutout lol",n,N,n,n,y
4.59115767934e+17,that og kil<number>ri strain,y,,,,
4.32656295788e+17,you're such a loser bud,n,,,,
3.51561530724e+17,"why is everyone tweeting the time? <hashtag> confused me too girl, those crazy kids",n,,,,
3.51557680768e+17,yes <elong>! you should,n,,,,
3.84843670883e+17,no respect for the <hashtag> wwe. simply the stupidest thing i 've ever watched. more fake than a sope opera.,n,N,n,n,n
3.51562709059e+17,preach! <repeat>,n,,,,
3.96785473525e+17,s/o to my sister for my dinner tonight thank you for the leftovers,y,,,,
3.51558907892e+17,okay!,n,,,,
4.39449468057e+17,avi ♥&gt&gt&gt&gt&gt&gt&gt well thank you 💕 <smile> 💕,y,Y,y,y,y
4.03008982107e+17,okay good sarcasm is a good thing respect <number> you're at <number> rn,n,,,,
4.64722823429e+17,up this morning having a hot cup of coffee as i watch my favorite morning show have a blessed day everyone :-),y,,,,y
3.51556895549e+17,- julio <number> my birthday . (with shahiya marie),y,,,,
3.51553653008e+17,huh?,n,,,,
3.51560207505e+17,niggas ain't no kings either false i'm a king! of the who gives a fuck tribe lol,n,,,,
3.51557671914e+17,but he remembered to call me <heart>❤,y,,,,
3.51557683109e+17,i can't wait til this week and weekend <hashtag> turnt,n,,,,
4.09546777483e+17,shoutout wendy's college classic mvp. my bro came to play! <hashtag> wearefamily,y,Y,y,y,y
3.92797694798e+17,lol thanks boo! <repeat>,y,,,,
3.84e+17,thank you gorgeous!,y,y,y,y,y
4.13828047713e+17,can't believe my boyfriend has been in my life since the beginning of summer in <number> time flies. i'm so blessed 💕,y,Y,y,y,y
3.51561442602e+17,"the more you talk or think about someone, the more you start liking them",y,,,,
3.51551652945e+17,i aint lying nigga <elong>,n,,,,
4.09777650174e+17,shoutout to for being the absolute man last night so true,y,,,,
3.51555078886e+17,👀,n,,,,
3.71138827609e+17,im blessed to have in my life. i love him more than anything <heart> <hashtag> thankful,y,,,,
3.51561804663e+17,i am beyond spent! z <elong> (@ hamlin ny) http<neutralface>/t.co/xrlbmizvob,n,,,,
4.3929103358e+17,"q ft. snoop, pusha t and asap ferg- og bobby johnson",n,,,,
4.66020001435e+17,s/o to for breakin yet another school record <hashtag> keeprunnin,y,,,,
4.12e+17,"thanks for the mentions, etc. <hashtag> ff",y,y,y,y,y
3.51560338426e+17,c'mon witcho bad self <smile>,n,,,,
3.51561355381e+17,lmao now you're just out of line✋,n,,,,
3.525201257e+17,lmao i was just listenin to this song <hashtag> gotti,n,,,,n
4.01768357139e+17,yo wat pics i got from eastridge,n,,,,
4.08825837828e+17,with all respect to my dude mandella. <repeat> the dutch put it on the map in the <number>s. <repeat> he just reconstructed it,n,,,,y
3.51555998496e+17,by the way! i won't be moving down there unyil september. <repeat> but we'll make a date as soon as i'm down there! :),n,,,,
3.51563859091e+17,joe is dumb,n,,,,
3.62834906348e+17,"respect, don't judge. listen more, talk less. understand, don't assume. forgive and forget. yep",n,,,,
3.51555418805e+17,how you doin <smile>i still gotta,m,,,,
4.66047761139e+17,preach!,y,,,,m
4.15709647317e+17,thank you so much kshue you're adorable <smile> 🎄 merry christmas girly 💕,y,,,,
3.51796359391e+17,miss you dude,y,,,,y
4.75348669786e+17,stressful times like this make me so glad i started drinking preach <smile>,y,,,,
3.51559296557e+17,"just drop everything and let me fall, i'll figure it out from there.",n,,,,
3.51562873816e+17,well thanks,y,,,,
4.63557233566e+17,"thanks but i knew about it before, you sparked my wishing though",y,,,,
3.51553073728e+17,loser ass bitches &lt&lt&lt&lt&lt,n,,,,
3.51554691517e+17,"ctfu , well see",n,,,,
4.48575762669e+17,"grew up a fins fan late <number>'s <number>'s, live in upstate ny hated kelly &amp bills cuz they were good, hope jim pulls through <hashtag> respect",y,Y,y,y,y
4.32015565697e+17,don't lie to my face because that's the best way for you to permanently lose my respect,n,N,n,n,n
3.51784378768e+17,not looking forward to work on wednesday,n,,,,
3.52122401226e+17,"oh well. now i go for bike rides, and i listen to great music. my lungs are happy and healthy, and i would never go back.",y,,,,
4.53550797646e+17,"in the battle between sleep and makeup, sleep wins again! preach",n,,,,
4.54535745119e+17,"it would be a dream come true if u did a show in rochester, ny <hashtag> muchlove <hashtag> morerespect <hashtag> bornsinner",y,,,,
3.5156291846e+17,beer is the best way to win over my heart <heart> <heart> 🍺,y,,,,
3.51563001553e+17,i love you &lt<number>,y,,,,
4.42129451163e+17,get lit,m,,,,
3.72715705731e+17,that's a no brainer <hashtag> passion<number>fashion rt my weekend is free! thank god. <repeat> what's a girl to do <smile>,n,,,,
